,number,name_en,name_en_lowercase,dex_en,name_de,name_de_lowercase,dex_de,name_fr,name_fr_lowercase,dex_fr,name_it,name_it_lowercase,dex_it,name_es,name_es_lowercase,dex_es,catchrate,atk,def,hp,spd,type1,type2,legendary,mythical
42,42,Golbat,golbat,"Its feet are tiny, but this Pokémon walks skillfully. It sneaks up on sleeping prey before sinking in its fangs and slurping up blood.",Golbat,golbat,"Golbat kann trotz seiner kleinen Beine geschickt laufen. Es schleicht sich an schlafende Beute an, stößt seine Zähne in sie und schlürft ihr Blut.",Nosferalto,nosferalto,"Il se déplace habilement sur ses petites pattes, s’approche silencieusement de sa proie endormie, et lui suce le sang à l’aide de ses crocs.",Golbat,golbat,"Cammina agilmente con i piccoli piedi. Si avvicina di soppiatto alle prede addormentate per azzannarle e berne il sangue.",Golbat,golbat,"Camina con soltura sobre sus pequeñas patas. Se acerca con sigilo a su presa mientras esta duerme y le clava los colmillos para chuparle la sangre.",90,305,305,320,340,Poison,Flying,0,0
43,43,Oddish,oddish,"During the day, it stays in the cold underground to avoid the sun. It grows by bathing in moonlight.",Myrapla,myrapla,"Tagsüber versteckt es sich in der kalten Erde, um die Sonne zu meiden. Es wächst im Mondschein.",Mystherbe,mystherbe,"Pendant la journée, il reste en sous-sol et évite le soleil. Il grandit en se baignant au clair de lune.",Oddish,oddish,"Di giorno vive nel freddo sottosuolo per evitare la luce del sole. Cresce assorbendo la luce lunare.",Oddish,oddish,"Durante el día, se agazapa en el frío subsuelo huyendo del sol. La luz de la luna le hace crecer.",255,285,280,260,220,Grass,Poison,0,0
44,44,Gloom,gloom,"What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.",Duflor,duflor,"Was wie Speichel aussieht, ist eigentlich Honig. Er ist sehr klebrig und wenn man ihn berührt, bekommt man ihn nicht mehr ab.",Ortide,ortide,"Ce qui semble être sa bave est en fait du nectar très collant. Si on le touche, il est très difficile de s’en dépêtrer.",Gloom,gloom,"Ciò che sembra bava è in realtà dolce nettare. È molto viscoso: si appiccica appena lo si sfiora.",Gloom,gloom,"Lo que parece baba es realmente un néctar muy pegajoso que se adhiere sin remisión al tocarlo.",120,310,305,290,240,Grass,Poison,0,0
45,45,Vileplume,vileplume,"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up.",Giflor,giflor,"Je größer die Blütenblätter, desto mehr giftige Pollen enthält die Blüte. Aber es ist auch umso erschöpfter, da sein Kopf so schwer wird.",Rafflesia,rafflesia,"Plus ses pétales sont grands, plus il produit de pollen toxique. Toutefois, le poids de sa tête le fatigue.",Vileplume,vileplume,"Più grandi sono i petali, maggiore è la quantità di polline tossico che contengono. La testa, però, diventa molto pesante e fa fatica a sostenerla.",Vileplume,vileplume,"Cuanto mayores son sus pétalos, más tóxico es su polen. Le pesa la cabeza y le cuesta mantenerla erguida.",45,350,335,320,260,Grass,Poison,0,0
46,46,Paras,paras,"Burrows under the ground to gnaw on tree roots. The mushrooms on its back absorb most of the nutrition.",Paras,paras,"Es gräbt sich in den Boden, um Baumwurzeln Nährstoffe zu entziehen. Den Großteil davon absorbieren jedoch die Pilze auf seinem Rücken.",Paras,paras,"Il s’enfouit pour ronger des racines, mais ce sont les champignons sur son dos qui absorbent presque tous les nutriments.",Paras,paras,"Scava nella terra per cibarsi delle radici degli alberi, ma i funghi che ha sul dorso assorbono quasi tutte le sostanze nutritive.",Paras,paras,"Escarba en el suelo para extraer nutrientes de las raíces de los árboles, que las setas del lomo absorben después casi por completo.",190,275,270,240,210,Bug,Grass,0,0
47,47,Parasect,parasect,"The bug host is drained of energy by the mushroom on its back. The mushroom appears to do all the thinking.",Parasek,parasek,"Der Pilz auf Paraseks Rücken nutzt das Pokémon als Wirt und entzieht ihm Energie. Es scheint, als habe er die Kontrolle über das Pokémon.",Parasect,parasect,"À force de voir son énergie aspirée, il semblerait que ce ne soit plus l’insecte qui réfléchisse, mais le champignon sur son dos.",Parasect,parasect,"Il fungo sulla schiena assorbe l’energia dell’organismo ospite, su cui ha anche pieno controllo.",Parasect,parasect,"Tras largo tiempo absorbiendo la energía del huésped, la seta parásita del lomo es la que parece controlar la voluntad de este Pokémon.",75,315,320,290,220,Bug,Grass,0,0
48,48,Venonat,venonat,"Its large eyes act as radar. In a bright place, you can see that they are clusters of many tiny eyes.",Bluzuk,bluzuk,"Seine großen Augen fungieren als Radar. Im Licht kann man erkennen, dass sie aus unzähligen, sehr kleinen Augen bestehen.",Mimitoss,mimitoss,"Ses grands yeux lui servent de radar. En pleine lumière, on peut y distinguer des facettes.",Venonat,venonat,"Gli occhi enormi fungono da radar. Alla luce si può notare che sono formati da molti occhi più piccoli.",Venonat,venonat,"Sus grandes ojos actúan como radares. A plena luz se percibe que son, en realidad, grupos de ojos diminutos.",190,255,265,290,250,Bug,Poison,0,0
49,49,Venomoth,venomoth,"The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact.",Omot,omot,"Berührt man die staubartigen Schuppen auf seinen Flügeln, heften diese sich hartnäckig am Körper an und sondern darüber hinaus Gift ab.",Aéromite,aéromite,"Les écailles de ses ailes sont presque impossibles à retirer lorsqu’elles se collent à la peau, et elles libèrent un poison violent au contact.",Venomoth,venomoth,"Se si attaccano alla pelle, le scaglie che ricoprono le sue ali sono difficili da togliere. Inoltre, rilasciano una sostanza velenosa.",Venomoth,venomoth,"Las alas desprenden un polvillo de escamas impregnado de toxinas que se adhiere al contacto y resulta difícil de quitar.",75,315,295,310,340,Bug,Poison,0,0
50,50,Diglett,diglett,"It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot.",Digda,digda,"Es gräbt sich in geringer Tiefe durch den Erdboden. Da es dabei durchwühlte Erde an der Oberfläche hinterlässt, ist es leicht zu finden.",Taupiqueur,taupiqueur,"Ce Pokémon creuse sous terre à faible profondeur. La terre qu’il laisse dans son sillage le rend facile à repérer.",Diglett,diglett,"Scava buche a bassa profondità. La terra sollevata che lascia al suo passaggio lo rende facilmente individuabile.",Diglett,diglett,"Este Pokémon avanza horadando la tierra a poca profundidad. Resulta fácil localizarlo por los montículos que deja como rastro.",255,250,230,190,350,Ground,,0,0
51,51,Dugtrio,dugtrio,"These Diglett triplets dig over 60 miles below sea level. No one knows what it’s like underground.",Digdri,digdri,"Diese kraftvollen Digda-Drillinge graben bis zu 100 km tief. Keiner weiß, wie sie unter der Erde aussehen.",Triopikeur,triopikeur,"Ce trio de Taupiqueur est capable de creuser jusqu’à 100 km sous terre, vers l’inconnu.",Dugtrio,dugtrio,"Questo trio di Diglett può scavare fino a 100 km di profondità. Nessuno ha mai visto la parte nascosta sotto terra.",Dugtrio,dugtrio,"Estos trillizos cavan a una profundidad de hasta 100 km. Se desconoce el aspecto de la parte de sus cuerpos que se oculta bajo tierra.",50,310,280,240,400,Ground,,0,0
52,52,Meowth,meowth,"It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.",Mauzi,mauzi,"Es wäscht sich regelmäßig das Gesicht, um die Münze auf seiner Stirn sauber zu halten. Es hat kein gutes Verhältnis zu den Mauzi aus Galar.",Miaouss,miaouss,"Tatillon sur la propreté de la pièce sur son front, il se lave la figure avec grand soin. Il ne s’entend pas avec les Miaouss de Galar.",Meowth,meowth,"Si lava regolarmente il muso per tenere pulita la moneta sulla fronte. Non va d’accordo con il Meowth di Galar.",Meowth,meowth,"Se lava cuidadosamente la cara para que no se le ensucie la moneda de oro que tiene en la frente. No se lleva nada bien con los Meowth de Galar.",255,245,235,250,340,Normal,,0,0
53,53,Persian,persian,"Its elegant and refined behavior clashes with that of the barbaric Perrserker. The relationship between the two is one of mutual disdain.",Snobilikat,snobilikat,"Sein Auftreten ist anmutig und elegant. Es kommt mit Mauzingers grober Art nicht zurecht. Beide Arten strafen sich gegenseitig mit Verachtung.",Persian,persian,"Il se comporte avec grâce et élégance, et ne s’entend pas avec les rustres Berserkatt : les deux espèces se méprisent.",Persian,persian,"Ha un portamento elegante e distinto. Non gli va a genio la rozzezza di Perrserker e i due Pokémon si disprezzano a vicenda.",Persian,persian,"Hace gala de un porte elegante y majestuoso. No congenia con los toscos Perrserker y ambos se profesan un mutuo desprecio.",90,295,285,300,390,Normal,,0,0
54,54,Psyduck,psyduck,"As Psyduck gets stressed out, its headache gets progressively worse. It uses intense psychic energy to overwhelm those around it.",Enton,enton,"Wenn es sehr gestresst ist, verstärken sich seine Kopfschmerzen. Mit seinen Psycho-Kräften kann es alles in der Umgebung überwältigen.",Psykokwak,psykokwak,"Sa migraine s’intensifie à mesure que son stress monte. Il libère une force psychique puissante qui terrasse tous ceux qui l’entourent.",Psyduck,psyduck,"Più è stressato, più il suo mal di testa si fa intenso. Con i suoi incredibili poteri psicocinetici travolge chiunque nelle vicinanze.",Psyduck,psyduck,"Sus dolores de cabeza empeoran a medida que aumenta su nivel de estrés. Su increíble poder psíquico puede causar estragos a su alrededor.",190,277,258,270,270,Water,,0,0
55,55,Golduck,golduck,"Old tales tell of Golduck punishing those that defiled its river. The guilty were dragged into the water and taken away.",Entoron,entoron,"Alten Legenden zufolge werden jene Menschen, die es wagen, seinen Fluss zu verschmutzen, von Entoron ins Wasser gezerrt und entführt.",Akwakwak,akwakwak,"D’après de vieilles légendes, ce Pokémon entraînait au fond de l’eau tous ceux qui osaient souiller sa rivière.",Golduck,golduck,"Secondo antichi racconti, Golduck trascina in acqua gli esseri umani che inquinano il fiume portandoli via con sé.",Golduck,golduck,"Cuenta una antigua leyenda que los Golduck arrastraban a quienes contaminaran sus ríos al fondo de las aguas.",75,337,318,330,330,Water,,0,0
56,56,Mankey,mankey,"An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything.",Menki,menki,"Es ist sehr agil und lebt auf Bäumen. Aufgrund seiner hitzköpfigen Natur wird es schnell wütend, was dazu führt, dass es alles und jeden angreift.",Férosinge,férosinge,"Agile et rapide, ce Pokémon vit dans les arbres. Il s’énerve facilement et s’attaque à tout ce qui bouge quand il est en colère.",Mankey,mankey,"Un Pokémon agile che vive sugli alberi. È molto irascibile e non esita ad attaccare chiunque gli capiti a tiro.",Mankey,mankey,"Este ágil Pokémon vive en los árboles. Se enfada con facilidad y, cuando lo hace, se abalanza contra todo lo que se encuentre a su alrededor.",190,275,240,250,300,Fighting,,0,0
57,57,Primeape,primeape,"It stops being angry only when nobody else is around. To view this moment is very difficult.",Rasaff,rasaff,"Es hört lediglich dann auf zu toben, wenn niemand in der Nähe ist. Diesen Anblick zu Gesicht zu bekommen, ist daher nicht einfach.",Colossinge,colossinge,"Sa fureur prend fin quand il n’a plus personne à frapper. Il est difficile d’en être témoin.",Primeape,primeape,"È molto difficile vedere questo Pokémon calmo, dato che la sua furia si placa solamente quando si trova nella solitudine più assoluta.",Primeape,primeape,"Solo se calma cuando no hay nadie cerca, por lo que llegar a ver ese momento resulta verdaderamente difícil.",75,325,290,300,350,Fighting,,0,0
58,58,Growlithe,growlithe,"Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm.",Fukano,fukano,"Es ist sehr loyal und bellt jeden Gegner furchtlos an, um seinen Trainer vor Schaden zu bewahren.",Caninos,caninos,"Très fidèle, il aboie de toutes ses forces pour protéger son Dresseur d’Origine quand un danger le guette.",Growlithe,growlithe,"Di indole molto leale, abbaia furiosamente contro chiunque minacci di attaccare il suo Allenatore.",Growlithe,growlithe,"Extremadamente fiel, ladrará furioso a cualquiera que suponga una amenaza para su Entrenador con tal de defenderlo.",190,300,255,280,280,Fire,,0,0
59,59,Arcanine,arcanine,"A Pokémon that has long been admired for its beauty. It runs agilely as if on wings.",Arkani,arkani,"Dieses Pokémon verzaubert die Menschen seit Urzeiten mit seiner Schönheit. Obendrein ist es schnell und sehr wendig.",Arcanin,arcanin,"Ce Pokémon est admiré depuis toujours pour sa beauté. Il court avec tellement de légèreté qu’on dirait qu’il vole.",Arcanine,arcanine,"Da sempre ammirato per la sua bellezza, corre veloce come se avesse le ali.",Arcanine,arcanine,"Muchos han quedado cautivados por su belleza desde la antigüedad. Corre ágilmente como si tuviera alas.",75,370,320,350,350,Fire,,0,0
60,60,Poliwag,poliwag,"In rivers with fast-flowing water, this Pokémon will cling to a rock by using its thick lips, which act like a suction cup.",Quapsel,quapsel,"In schnell fließenden Flüssen hält es sich mithilfe seiner dicken Lippen, die als Saugnapf fungieren, an Felsen fest.",Ptitard,ptitard,"Dans les rivières au courant puissant, il se sert de ses lèvres épaisses comme d’une ventouse pour s’accrocher aux rochers.",Poliwag,poliwag,"Nei fiumi dalla corrente impetuosa, si attacca alle rocce utilizzando le spesse labbra come una ventosa.",Poliwag,poliwag,"En ríos de aguas bravas, usa sus gruesos labios a modo de ventosa para adherirse a las rocas.",255,250,240,250,340,Water,,0,0
61,61,Poliwhirl,poliwhirl,"This Pokémon’s sweat is a slimy mucus. When captured, Poliwhirl can slither from its enemies’ grasp and escape.",Quaputzi,quaputzi,"Quaputzi schwitzt glitschigen Schleim, dank dem es leicht der Umklammerung eines Feindes entkommen kann.",Têtarte,têtarte,"Il sécrète une sorte de mucus huileux qui lui permet d’échapper aux ennemis qui tentent de l’attraper.",Poliwhirl,poliwhirl,"Secerne un sudore viscido simile a muco, grazie al quale riesce a fuggire sgusciando via dalla presa dei nemici.",Poliwhirl,poliwhirl,"Secreta un sudor viscoso que le sirve para escurrirse y escapar del agarre de sus enemigos.",120,275,275,300,340,Water,,0,0
62,62,Poliwrath,poliwrath,"Poliwrath is skilled at both swimming and martial arts. It uses its well-trained arms to dish out powerful punches.",Quappo,quappo,"Es ist sowohl ein begnadeter Schwimmer als auch Kampfsportler. Mit seinen durchtrainierten Armen teilt es kräftige Schläge aus.",Tartard,tartard,"Aussi habile à la nage qu’au combat, il peut donner de vigoureux coups de poing avec ses bras musclés.",Poliwrath,poliwrath,"È abile sia nel nuoto che nella lotta corpo a corpo. Sferra pugni vigorosi grazie alle sue braccia allenate.",Poliwrath,poliwrath,"No solo es un experto nadador, sino que también domina las artes marciales. Propina enérgicos puñetazos gracias a sus musculosos brazos.",45,325,345,350,300,Water,Fighting,0,0
